Old File Path,New File Path,Commit SHA,Parent Commit SHA,Commit Message,Histogram Diff
mprof,mprof,9eba5ee676ee01d8384638c69e2c129c835f6ace,1e791ca55310f24e0565f421f024ec93c27ac3db,"Plot all memory usage information

Memory usage when entering and leaving a function is now included
with the other measurements. This fixes some discrepancies between
brackets and curves when sampling frequency was low.

Add an option to prevent displaying of timestamps in plots
(mprof plot -n)","@@ -332,14 +332,30 @@ def plot_file(filename, index=0, timestamps=True):
               mprofile['filename']))
         sys.exit(0)
 
-    global_start = float(mprofile[""timestamp""][0])
+    # Merge function timestamps and memory usage together
+    ts = mprofile['func_timestamp']
+    t = mprofile['timestamp']
+    mem = mprofile['mem_usage']
+
+    if len(ts) > 0:
+        for values in ts.itervalues():
+            for v in values:
+                t.extend(v[:2])
+                mem.extend(v[2:4])
+
+    mem = np.asarray(mem)
+    t = np.asarray(t)
+    ind = t.argsort()
+    mem = mem[ind]
+    t = t[ind]
+
+    # Plot curves
+    global_start = float(t[0])
+    t = t - global_start
 
-    mem = np.asarray(mprofile[""mem_usage""])
     max_mem = mem.max()
     max_mem_ind = mem.argmax()
 
-    t = np.asarray(mprofile[""timestamp""]) - global_start
-
     all_colors=(""c"", ""y"", ""g"", ""r"", ""b"")
     mem_line_colors=('k', ""b"", ""r"")
     mem_line_label = time.strftime(""%d / %m / %Y - start at %H:%M:%S"",
@@ -354,7 +370,6 @@ def plot_file(filename, index=0, timestamps=True):
     top -= 0.001
 
     # plot timestamps, if any
-    ts = mprofile['func_timestamp']
     if len(ts) > 0 and timestamps:
         func_num = 0
         for f, exec_ts in ts.iteritems():
@@ -386,6 +401,9 @@ def plot_action():
     parser.add_option(""--title"", ""-t"", dest=""title"", default=None,
                       type=""str"", action=""store"",
                       help=""String shown as plot title"")
+    parser.add_option(""--no-function-ts"", ""-n"", dest=""no_timestamps"",
+                      default=False, action=""store_true"",
+                      help=""Do not display function timestamps on plot."")
     (options, args) = parser.parse_args()
 
     profiles = glob.glob(""mprofile_??????????????.dat"")
@@ -413,7 +431,7 @@ def plot_action():
                     filenames.append(profiles[n])
 
     pl.figure(figsize=(14, 6), dpi=90)
-    if len(filenames) > 1:
+    if len(filenames) > 1 or options.no_timestamps:
         timestamps = False
     else:
         timestamps = True
"
memory_profiler.py,memory_profiler.py,2fa5f90f97c79a7550521016ba2fe568a65143af,9f89fad064deead5ac99d00bd7bce874be302da7,"'mprof run' writes continuously in file

Memory usage measurement are written to file directly, without waiting
for the monitored process to finish. This has several advantages:

- mprof memory usage is constant (no in-memory storage of measurement)
- allows for some basic on-line monitoring (using 'tail -f' on profile
  file)
- When the child process is killed, every measurement taken so far are
  accessible (which was not the case before)","@@ -128,7 +128,8 @@ class Timer(Process):
 
 
 def memory_usage(proc=-1, interval=.1, timeout=None, timestamps=False,
-                 include_children=False, max_usage=False, retval=False):
+                 include_children=False, max_usage=False, retval=False,
+                 stream=None):
     """"""
     Return the memory usage of a process or piece of code
 
@@ -148,14 +149,23 @@ def memory_usage(proc=-1, interval=.1, timeout=None, timestamps=False,
     timeout : float, optional
         Maximum amount of time (in seconds) to wait before returning.
 
-    max_usage: bool, optional
+    max_usage : bool, optional
         Only return the maximum memory usage (default False)
 
-    retval: bool, optional
+    retval : bool, optional
         For profiling python functions. Save the return value of the profiled
         function. Return value of memory_usage becomes a tuple:
         (mem_usage, retval)
 
+    timestamps : bool, optional
+        if True, timestamps of memory usage measurement are collected as well.
+
+    stream : File
+        if stream is a File opened with write access, then results are written
+        to this file instead of stored in memory and returned at the end of
+        the subprocess. Useful for long-running processes.
+        Implies timestamps=True.
+
     Returns
     -------
     mem_usage : list of floating-poing values
@@ -164,6 +174,9 @@ def memory_usage(proc=-1, interval=.1, timeout=None, timestamps=False,
         Only returned if retval is set to True
     """"""
 
+    if stream is not None:
+        timestamps = True
+
     if not max_usage:
         ret = []
     else:
@@ -211,15 +224,25 @@ def memory_usage(proc=-1, interval=.1, timeout=None, timestamps=False,
         p.join(5 * interval)
     elif isinstance(proc, subprocess.Popen):
         # external process, launched from Python
+        line_count = 0
         while True:
             if not max_usage:
-                ret.append(_get_memory(proc.pid, timestamps=timestamps,
-                                       include_children=include_children))
+                mem_usage = _get_memory(proc.pid, timestamps=timestamps,
+                                        include_children=include_children)
+                if stream:
+                    stream.write(""MEM {0:.6f} {1:.4f}\n"".format(*mem_usage))
+                else:
+                    ret.append(mem_usage)
             else:
                 ret = max([ret,
                            _get_memory(proc.pid,
                                        include_children=include_children)])
             time.sleep(interval)
+            line_count += 1
+            # flush every 50 lines. Make 'tail -f' usable on profile file
+            if line_count > 50:
+                line_count = 0
+                stream.flush()
             if timeout is not None:
                 max_iter -= 1
                 if max_iter == 0:
@@ -234,14 +257,23 @@ def memory_usage(proc=-1, interval=.1, timeout=None, timestamps=False,
         while counter < max_iter:
             counter += 1
             if not max_usage:
-                ret.append(_get_memory(proc, timestamps=timestamps,
-                                       include_children=include_children))
+                mem_usage = _get_memory(proc, timestamps=timestamps,
+                                        include_children=include_children)
+                if stream:
+                    stream.write(""MEM {0:.6f} {1:.4f}\n"".format(*mem_usage))
+                else:
+                    ret.append(mem_usage)
             else:
                 ret = max([ret,
                            _get_memory(proc, include_children=include_children)
                            ])
 
             time.sleep(interval)
+            # Flush every 50 lines.
+            if counter % 50 == 0:
+                stream.flush()
+    if stream:
+        return None
     return ret
 
 # ..
"
mprof,mprof,2fa5f90f97c79a7550521016ba2fe568a65143af,9f89fad064deead5ac99d00bd7bce874be302da7,"'mprof run' writes continuously in file

Memory usage measurement are written to file directly, without waiting
for the monitored process to finish. This has several advantages:

- mprof memory usage is constant (no in-memory storage of measurement)
- allows for some basic on-line monitoring (using 'tail -f' on profile
  file)
- When the child process is killed, every measurement taken so far are
  accessible (which was not the case before)","@@ -206,12 +206,9 @@ def run_action():
     else:
         p = subprocess.Popen(args)
 
-    mu = mp.memory_usage(proc=p, interval=options.interval, timestamps=True,
-                         include_children=options.include_children)
     with open(mprofile_output, ""a"") as f:
-        for m, t in mu:
-            f.write(""MEM {0:.6f} {1:.4f}"".format(m, t) + ""\n"")
-
+        mp.memory_usage(proc=p, interval=options.interval, timestamps=True,
+                        include_children=options.include_children, stream=f)
 
 
 def add_brackets(xloc, yloc, xshift=0, color=""r"", label=None):
"
README.rst,README.rst,8b232ec211f889e4e60c7efc687255955f4ddbae,de1c88cdf2fe79a04b0f4e161cf4e6f275b17a6b,Update README.rst,"@@ -314,7 +314,8 @@ Projects using memory_profiler
 =========
  Authors
 =========
-This module was written by `Fabian Pedregosa <http://fseoane.net>`_
+This module was written by `Fabian Pedregosa <http://fseoane.net>`_ 
+and `Philippe Gervais <https://github.com/pgervais>`_
 inspired by Robert Kern's `line profiler
 <http://packages.python.org/line_profiler/>`_.
 
@@ -328,9 +329,6 @@ cleanup.
 
 `Thomas Kluyver <https://github.com/takluyver>`_ added the IPython extension.
 
-`Philippe Gervais <https://github.com/pgervais>`_ created the 'mprof'
-script and fixed bugs. 
-
 
 =========
  License
"
memory_profiler.py,memory_profiler.py,7ab61c046b290971f81e5f83e21caf3fe0f67780,d3bf1cdb645eb5478bae28cfdd0f924b8d1f58e6,"[BUG] Fixed some bugs left by merging

And a bug preventing memory_usage() to be used with stream=None.","@@ -229,7 +229,7 @@ def memory_usage(proc=-1, interval=.1, timeout=None, timestamps=False,
             if not max_usage:
                 mem_usage = _get_memory(proc.pid, timestamps=timestamps,
                                         include_children=include_children)
-                if stream:
+                if stream is not None:
                     stream.write(""MEM {0:.6f} {1:.4f}\n"".format(*mem_usage))
                 else:
                     ret.append(mem_usage)
@@ -242,7 +242,8 @@ def memory_usage(proc=-1, interval=.1, timeout=None, timestamps=False,
             # flush every 50 lines. Make 'tail -f' usable on profile file
             if line_count > 50:
                 line_count = 0
-                stream.flush()
+                if stream is not None:
+                    stream.flush()
             if timeout is not None:
                 max_iter -= 1
                 if max_iter == 0:
@@ -259,7 +260,7 @@ def memory_usage(proc=-1, interval=.1, timeout=None, timestamps=False,
             if not max_usage:
                 mem_usage = _get_memory(proc, timestamps=timestamps,
                                         include_children=include_children)
-                if stream:
+                if stream is not None:
                     stream.write(""MEM {0:.6f} {1:.4f}\n"".format(*mem_usage))
                 else:
                     ret.append(mem_usage)
@@ -270,7 +271,7 @@ def memory_usage(proc=-1, interval=.1, timeout=None, timestamps=False,
 
             time.sleep(interval)
             # Flush every 50 lines.
-            if counter % 50 == 0:
+            if counter % 50 == 0 and stream is not None:
                 stream.flush()
     if stream:
         return None
"
mprof,mprof,7ab61c046b290971f81e5f83e21caf3fe0f67780,d3bf1cdb645eb5478bae28cfdd0f924b8d1f58e6,"[BUG] Fixed some bugs left by merging

And a bug preventing memory_usage() to be used with stream=None.","@@ -216,10 +216,8 @@ def run_action():
 
     with open(mprofile_output, ""a"") as f:
         f.write(""CMDLINE {0}\n"".format(cmd_line))
-        mu = mp.memory_usage(proc=p, interval=options.interval, timestamps=True,
-                         include_children=options.include_children)
-        for m, t in mu:
-            f.write(""MEM {0:.6f} {1:.4f}"".format(m, t) + ""\n"")
+        mp.memory_usage(proc=p, interval=options.interval, timestamps=True,
+                         include_children=options.include_children, stream=f)
 
 
 def add_brackets(xloc, yloc, xshift=0, color=""r"", label=None):
"
memory_profiler.py,memory_profiler.py,0174ffdf2226ea85ebba11b6f770d1e7659e6945,7ab61c046b290971f81e5f83e21caf3fe0f67780,0.28 release,"@@ -3,7 +3,7 @@
 # .. we'll use this to pass it to the child script ..
 _clean_globals = globals().copy()
 
-__version__ = '0.27'
+__version__ = '0.28'
 
 _CMD_USAGE = ""python -m memory_profiler script_file.py""
 
"
memory_profiler.py,memory_profiler.py,d2223b73de6e8e98da640bcf7907a11ec1d6be1b,0174ffdf2226ea85ebba11b6f770d1e7659e6945,"fixed issue 7 ""ignores last line""
also better solution for issue 8 ""strange behavior for growing dictionaries/tuples""
- trace_memory_usage() inside the loops no longer create list objects
- trace_memory_usage() currently saves first line of the function
- fixed line number count in show_results()","@@ -379,10 +379,10 @@ class LineProfiler:
     """""" A profiler that records the amount of memory for each line """"""
 
     def __init__(self, **kw):
-        self.functions = list()
         self.code_map = {}
         self.enable_count = 0
         self.max_mem = kw.get('max_mem', None)
+        self.prevline = None        
 
     def __call__(self, func):
         self.add_function(func)
@@ -406,7 +406,6 @@ class LineProfiler:
             return
         if code not in self.code_map:
             self.code_map[code] = {}
-            self.functions.append(func)
 
     def wrap_function(self, func):
         """""" Wrap a function to profile it.
@@ -456,13 +455,12 @@ class LineProfiler:
 
     def trace_memory_usage(self, frame, event, arg):
         """"""Callback for sys.settrace""""""
-        if event in ('line', 'return') and frame.f_code in self.code_map:
-            lineno = frame.f_lineno
-            if event == 'return':
-                lineno += 1
-            entry = self.code_map[frame.f_code].setdefault(lineno, [])
-            entry.append(_get_memory(-1))
-
+        if event in ('call', 'line', 'return') and frame.f_code in self.code_map:
+            if event != 'call':
+                # ""call"" event just saves the lineno but not the memory
+                mem = _get_memory(-1)                
+                self.code_map[frame.f_code][self.prevline] = mem
+            self.prevline = frame.f_lineno
         return self.trace_memory_usage
 
     def trace_max_mem(self, frame, event, arg):
@@ -525,44 +523,26 @@ def show_results(prof, stream=None, precision=1):
             continue
         all_lines = linecache.getlines(filename)
         sub_lines = inspect.getblock(all_lines[code.co_firstlineno - 1:])
-        linenos = range(code.co_firstlineno, code.co_firstlineno +
-                        len(sub_lines))
-        lines_normalized = {}
-
+        linenos = range(code.co_firstlineno,
+                        code.co_firstlineno + len(sub_lines))
+        
         header = template.format('Line #', 'Mem usage', 'Increment',
                                  'Line Contents')
         stream.write(header + '\n')
         stream.write('=' * len(header) + '\n')
-        # move everything one frame up
-        keys = sorted(lines.keys())
 
-        k_old = keys[0] - 1
-        lines_normalized[keys[0] - 1] = lines[keys[0]]
-        for i in range(1, len(lines_normalized[keys[0] - 1])):
-            lines_normalized[keys[0] - 1][i] = -1.
-        k = keys.pop(0)
-        while keys:
-            lines_normalized[k] = lines[keys[0]]
-            for i in range(len(lines_normalized[k_old]),
-                           len(lines_normalized[k])):
-                lines_normalized[k][i] = -1.
-            k_old = k
-            k = keys.pop(0)
-
-        first_line = sorted(lines_normalized.keys())[0]
-        mem_old = max(lines_normalized[first_line])
-        precision = int(precision)
+        mem_old = lines[min(lines.keys())]        
         template_mem = '{{0:{0}.{1}'.format(precision + 4, precision) + 'f} MiB'
-        for i, l in enumerate(linenos):
+        for line in linenos:
             mem = ''
             inc = ''
-            if l in lines_normalized:
-                mem = max(lines_normalized[l])
+            if line in lines:
+                mem = lines[line]
                 inc = mem - mem_old
                 mem_old = mem
                 mem = template_mem.format(mem)
                 inc = template_mem.format(inc)
-            stream.write(template.format(l, mem, inc, sub_lines[i]))
+            stream.write(template.format(line, mem, inc, all_lines[line - 1]))
         stream.write('\n\n')
 
 
"
memory_profiler.py,memory_profiler.py,0caa43eda3469ba4099945cd8c2edca66a3dbd2c,d2223b73de6e8e98da640bcf7907a11ec1d6be1b,Use maximum memory usage for loops,"@@ -458,8 +458,10 @@ class LineProfiler:
         if event in ('call', 'line', 'return') and frame.f_code in self.code_map:
             if event != 'call':
                 # ""call"" event just saves the lineno but not the memory
-                mem = _get_memory(-1)                
-                self.code_map[frame.f_code][self.prevline] = mem
+                mem = _get_memory(-1)
+                # if there is already a measurement for that line get the max
+                old_mem = self.code_map[frame.f_code].get(self.prevline, 0)
+                self.code_map[frame.f_code][self.prevline] = max(mem, old_mem)
             self.prevline = frame.f_lineno
         return self.trace_memory_usage
 
"
memory_profiler.py,memory_profiler.py,7db71ebee09e2b10d6f7143fca05248d2020b7a8,0caa43eda3469ba4099945cd8c2edca66a3dbd2c,0.29 release,"@@ -3,7 +3,7 @@
 # .. we'll use this to pass it to the child script ..
 _clean_globals = globals().copy()
 
-__version__ = '0.28'
+__version__ = '0.29'
 
 _CMD_USAGE = ""python -m memory_profiler script_file.py""
 
"
memory_profiler.py,memory_profiler.py,51adf6bf86b5a63aabca29b538c1822f754db63e,7db71ebee09e2b10d6f7143fca05248d2020b7a8,FIX: errors reported by flake8 (pyflakes + pep8),"@@ -66,7 +66,8 @@ def _get_memory(pid, timestamps=False, include_children=False):
         # .. subprocess.check_output appeared in 2.7, using Popen ..
         # .. for backwards compatibility ..
         out = subprocess.Popen(['ps', 'v', '-p', str(pid)],
-              stdout=subprocess.PIPE).communicate()[0].split(b'\n')
+                               stdout=subprocess.PIPE
+                               ).communicate()[0].split(b'\n')
         try:
             vsz_index = out[0].split().index(b'RSS')
             mem = float(out[1].split()[vsz_index]) / 1024
@@ -375,14 +376,14 @@ class TimeStamper:
                     (function_name,) + ts[0] + ts[1]))
 
 
-class LineProfiler:
+class LineProfiler(object):
     """""" A profiler that records the amount of memory for each line """"""
 
     def __init__(self, **kw):
         self.code_map = {}
         self.enable_count = 0
         self.max_mem = kw.get('max_mem', None)
-        self.prevline = None        
+        self.prevline = None
 
     def __call__(self, func):
         self.add_function(func)
@@ -455,7 +456,8 @@ class LineProfiler:
 
     def trace_memory_usage(self, frame, event, arg):
         """"""Callback for sys.settrace""""""
-        if event in ('call', 'line', 'return') and frame.f_code in self.code_map:
+        if (event in ('call', 'line', 'return')
+                and frame.f_code in self.code_map):
             if event != 'call':
                 # ""call"" event just saves the lineno but not the memory
                 mem = _get_memory(-1)
@@ -527,14 +529,15 @@ def show_results(prof, stream=None, precision=1):
         sub_lines = inspect.getblock(all_lines[code.co_firstlineno - 1:])
         linenos = range(code.co_firstlineno,
                         code.co_firstlineno + len(sub_lines))
-        
+
         header = template.format('Line #', 'Mem usage', 'Increment',
                                  'Line Contents')
         stream.write(header + '\n')
         stream.write('=' * len(header) + '\n')
 
-        mem_old = lines[min(lines.keys())]        
-        template_mem = '{{0:{0}.{1}'.format(precision + 4, precision) + 'f} MiB'
+        mem_old = lines[min(lines.keys())]
+        float_format = '{0}.{1}f'.format(precision + 4, precision)
+        template_mem = '{{0:' + float_format + '} MiB'
         for line in linenos:
             mem = ''
             inc = ''
@@ -611,7 +614,7 @@ def magic_mprun(self, parameter_s=''):
             funcs.append(eval(name, global_ns, local_ns))
         except Exception as e:
             raise UsageError('Could not find function %r.\n%s: %s' % (name,
-                e.__class__.__name__, e))
+                             e.__class__.__name__, e))
 
     profile = LineProfiler()
     for func in funcs:
@@ -639,7 +642,7 @@ def magic_mprun(self, parameter_s=''):
             message = ""*** SystemExit exception caught in code being profiled.""
         except KeyboardInterrupt:
             message = (""*** KeyboardInterrupt exception caught in code being ""
-                ""profiled."")
+                       ""profiled."")
     finally:
         if had_profile:
             builtins.__dict__['profile'] = old_profile
@@ -755,10 +758,12 @@ if __name__ == '__main__':
     from optparse import OptionParser
     parser = OptionParser(usage=_CMD_USAGE, version=__version__)
     parser.disable_interspersed_args()
-    parser.add_option(""--pdb-mmem"", dest=""max_mem"", metavar=""MAXMEM"",
+    parser.add_option(
+        ""--pdb-mmem"", dest=""max_mem"", metavar=""MAXMEM"",
         type=""float"", action=""store"",
         help=""step into the debugger when memory exceeds MAXMEM"")
-    parser.add_option('--precision', dest=""precision"", type=""int"",
+    parser.add_option(
+        '--precision', dest=""precision"", type=""int"",
         action=""store"", default=3,
         help=""precision of memory output in number of significant digits"")
     parser.add_option(""-o"", dest=""out_filename"", type=""str"",
@@ -784,7 +789,7 @@ if __name__ == '__main__':
     try:
         if sys.version_info[0] < 3:
             # we need to ovewrite the builtins to have profile
-            # globally defined (global variables is not enought
+            # globally defined (global variables is not enough
             # for all cases, e.g. a script that imports another
             # script where @profile is used)
             import __builtin__
"
memory_profiler.py,memory_profiler.py,183a4bc9de7b512eef49a38968d618aed7750d5d,c09c04a18e29479615ad937b47c3620bf07f5133,"use max_usage=True in %memit (less memory consumption)

Also some refactoring","@@ -85,7 +85,7 @@ def _get_memory(pid, timestamps=False, include_children=False):
                                   'platforms')
 
 
-class Timer(Process):
+class MemTimer(Process):
     """"""
     Fetch memory consumption from over a time interval
     """"""
@@ -108,7 +108,7 @@ class Timer(Process):
         else:
             self.include_children = False
 
-        super(Timer, self).__init__(*args, **kw)
+        super(MemTimer, self).__init__(*args, **kw)
 
     def run(self):
         m = _get_memory(self.monitor_pid, timestamps=self.timestamps,
@@ -212,8 +212,8 @@ def memory_usage(proc=-1, interval=.1, timeout=None, timestamps=False,
             raise ValueError('Function expects %s value(s) but %s where given'
                              % (n_args, len(args)))
 
-        child_conn, parent_conn = Pipe()  # this will store Timer's results
-        p = Timer(os.getpid(), interval, child_conn, timestamps=timestamps,
+        child_conn, parent_conn = Pipe()  # this will store MemTimer's results
+        p = MemTimer(os.getpid(), interval, child_conn, timestamps=timestamps,
                   max_usage=max_usage)
         p.start()
         parent_conn.recv()  # wait until we start getting memory
@@ -424,6 +424,7 @@ class LineProfiler(object):
     def run(self, cmd):
         """""" Profile a single executable statement in the main namespace.
         """"""
+        # TODO: can this be removed ?
         import __main__
         main_dict = __main__.__dict__
         return self.runctx(cmd, main_dict, main_dict)
@@ -721,16 +722,16 @@ def magic_memit(self, line=''):
         timeout = None
     interval = float(getattr(opts, 'i', 0.1))
 
-    mem_usage = []
+    mem_usage = 0.
     counter = 0
     while counter < repeat:
         counter += 1
         tmp = memory_usage((_func_exec, (stmt, self.shell.user_ns)),
-                           timeout=timeout, interval=interval)
-        mem_usage.extend(tmp)
+                           timeout=timeout, interval=interval, max_usage=True)
+        mem_usage = max(mem_usage, tmp)
 
     if mem_usage:
-        print('maximum of %d: %f MiB per loop' % (repeat, max(mem_usage)))
+        print('maximum of %d: %f MiB per loop' % (repeat, mem_usage))
     else:
         print('ERROR: could not read memory usage, try with a lower interval '
               'or more iterations')
"
memory_profiler.py,memory_profiler.py,369f940a34dcb148cccb8799c6741bb450229236,183a4bc9de7b512eef49a38968d618aed7750d5d,Better output of %memit,"@@ -96,6 +96,7 @@ class MemTimer(Process):
         self.pipe = pipe
         self.cont = True
         self.max_usage = max_usage
+        self.n_measurements = 1
 
         if ""timestamps"" in kw:
             self.timestamps = kw[""timestamps""]
@@ -107,25 +108,31 @@ class MemTimer(Process):
             del kw[""include_children""]
         else:
             self.include_children = False
-
+        # get baseline memory usage
+        self.mem_usage = [
+            _get_memory(self.monitor_pid, timestamps=self.timestamps,
+                        include_children=self.include_children)]
         super(MemTimer, self).__init__(*args, **kw)
 
+
     def run(self):
-        m = _get_memory(self.monitor_pid, timestamps=self.timestamps,
-                        include_children=self.include_children)
-        if not self.max_usage:
-            timings = [m]
-        else:
-            timings = m
         self.pipe.send(0)  # we're ready
-        while not self.pipe.poll(self.interval):
-            m = _get_memory(self.monitor_pid, timestamps=self.timestamps,
+        stop = False
+        while True:
+            cur_mem = _get_memory(self.monitor_pid, timestamps=self.timestamps,
                             include_children=self.include_children)
             if not self.max_usage:
-                timings.append(m)
+                self.mem_usage.append(cur_mem)
             else:
-                timings = max([m, timings])
-        self.pipe.send(timings)
+                self.mem_usage[0] = max(cur_mem, self.mem_usage[0])
+            self.n_measurements += 1
+            if stop:
+                break
+            stop = self.pipe.poll(self.interval)
+            # do one more iteration
+
+        self.pipe.send(self.mem_usage)
+        self.pipe.send(self.n_measurements)
 
 
 def memory_usage(proc=-1, interval=.1, timeout=None, timestamps=False,
@@ -171,6 +178,8 @@ def memory_usage(proc=-1, interval=.1, timeout=None, timestamps=False,
     -------
     mem_usage : list of floating-poing values
         memory usage, in MiB. It's length is always < timeout / interval
+        if max_usage is given, returns the two elements maximum memory and
+        number of measurements effectuated
     ret : return value of the profiled function
         Only returned if retval is set to True
     """"""
@@ -212,17 +221,22 @@ def memory_usage(proc=-1, interval=.1, timeout=None, timestamps=False,
             raise ValueError('Function expects %s value(s) but %s where given'
                              % (n_args, len(args)))
 
-        child_conn, parent_conn = Pipe()  # this will store MemTimer's results
-        p = MemTimer(os.getpid(), interval, child_conn, timestamps=timestamps,
-                  max_usage=max_usage)
-        p.start()
-        parent_conn.recv()  # wait until we start getting memory
-        returned = f(*args, **kw)
-        parent_conn.send(0)  # finish timing
-        ret = parent_conn.recv()
-        if retval:
-            ret = ret, returned
-        p.join(5 * interval)
+        while True:
+            child_conn, parent_conn = Pipe()  # this will store MemTimer's results
+            p = MemTimer(os.getpid(), interval, child_conn, timestamps=timestamps,
+                      max_usage=max_usage)
+            p.start()
+            parent_conn.recv()  # wait until we start getting memory
+            returned = f(*args, **kw)
+            parent_conn.send(0)  # finish timing
+            ret = parent_conn.recv()
+            n_measurements = parent_conn.recv()
+            if retval:
+                ret = ret, returned
+            p.join(5 * interval)
+            if n_measurements > 4 or interval < 1e-6:
+                break
+            interval /= 10.
     elif isinstance(proc, subprocess.Popen):
         # external process, launched from Python
         line_count = 0
@@ -722,16 +736,23 @@ def magic_memit(self, line=''):
         timeout = None
     interval = float(getattr(opts, 'i', 0.1))
 
-    mem_usage = 0.
+    # I've noticed we get less noisier measurements if we run
+    # a garbage collection first
+    import gc
+    gc.collect()
+
+    mem_usage = 0
     counter = 0
+    baseline = memory_usage()[0]
     while counter < repeat:
         counter += 1
         tmp = memory_usage((_func_exec, (stmt, self.shell.user_ns)),
                            timeout=timeout, interval=interval, max_usage=True)
-        mem_usage = max(mem_usage, tmp)
+        mem_usage = max(mem_usage, tmp[0])
 
     if mem_usage:
-        print('maximum of %d: %f MiB per loop' % (repeat, mem_usage))
+        print('peak memory: %.02f MiB, increment: %.02f MiB' %
+              (mem_usage, mem_usage - baseline))
     else:
         print('ERROR: could not read memory usage, try with a lower interval '
               'or more iterations')
"
memory_profiler.py,memory_profiler.py,317a93ac3de7589592e6dac8e09154195b2e47d9,369f940a34dcb148cccb8799c6741bb450229236,fix typo in stdout template,"@@ -552,7 +552,7 @@ def show_results(prof, stream=None, precision=1):
 
         mem_old = lines[min(lines.keys())]
         float_format = '{0}.{1}f'.format(precision + 4, precision)
-        template_mem = '{{0:' + float_format + '} MiB'
+        template_mem = '{0:' + float_format + '} MiB'
         for line in linenos:
             mem = ''
             inc = ''
"
memory_profiler.py,memory_profiler.py,1da5ed8b34cb5d7dded80cbf4fce1108d7b1760b,6bbda1e23705d0889469e35e4286c897027e3cd7,version 0.30,"@@ -3,7 +3,7 @@
 # .. we'll use this to pass it to the child script ..
 _clean_globals = globals().copy()
 
-__version__ = '0.29'
+__version__ = '0.30'
 
 _CMD_USAGE = ""python -m memory_profiler script_file.py""
 
"
memory_profiler.py,memory_profiler.py,4b1d470323ad9963757d05f3801b7933c55aa119,1da5ed8b34cb5d7dded80cbf4fce1108d7b1760b,#63 Run original trace callback also. Restore original trace callback once LineProfiler is disabled.,"@@ -480,6 +480,10 @@ class LineProfiler(object):
                 old_mem = self.code_map[frame.f_code].get(self.prevline, 0)
                 self.code_map[frame.f_code][self.prevline] = max(mem, old_mem)
             self.prevline = frame.f_lineno
+
+        if self._original_trace_function is not None:
+            (self._original_trace_function)(frame, event, arg)
+
         return self.trace_memory_usage
 
     def trace_max_mem(self, frame, event, arg):
@@ -500,6 +504,9 @@ class LineProfiler(object):
                 p.botframe = None
                 return p.trace_dispatch
 
+        if self._original_trace_function is not None:
+            (self._original_trace_function)(frame, event, arg)
+
         return self.trace_max_mem
 
     def __enter__(self):
@@ -509,6 +516,7 @@ class LineProfiler(object):
         self.disable_by_count()
 
     def enable(self):
+        self._original_trace_function = sys.gettrace()
         if self.max_mem is not None:
             sys.settrace(self.trace_max_mem)
         else:
@@ -516,7 +524,7 @@ class LineProfiler(object):
 
     def disable(self):
         self.last_time = {}
-        sys.settrace(None)
+        sys.settrace(self._original_trace_function)
 
 
 def show_results(prof, stream=None, precision=1):
"
Makefile,Makefile,9f91aa03aaf45d73ee32586a054a5f0044fae7ef,4b1d470323ad9963757d05f3801b7933c55aa119,FIX: make it possible to call memory_usage on functions with anonymous args,"@@ -7,4 +7,5 @@ test:
 	$(PYTHON) -m memory_profiler test/test_loop.py
 	$(PYTHON) -m memory_profiler test/test_as.py
 	$(PYTHON) -m memory_profiler test/test_global.py
-	$(PYTHON) test/test_import.py
\ No newline at end of file
+	$(PYTHON) test/test_import.py
+	$(PYTHON) test/test_memory_usage.py
"
memory_profiler.py,memory_profiler.py,9f91aa03aaf45d73ee32586a054a5f0044fae7ef,4b1d470323ad9963757d05f3801b7933c55aa119,FIX: make it possible to call memory_usage on functions with anonymous args,"@@ -213,14 +213,6 @@ def memory_usage(proc=-1, interval=.1, timeout=None, timestamps=False,
         else:
             raise ValueError
 
-        aspec = inspect.getargspec(f)
-        n_args = len(aspec.args)
-        if aspec.defaults is not None:
-            n_args -= len(aspec.defaults)
-        if n_args != len(args):
-            raise ValueError('Function expects %s value(s) but %s where given'
-                             % (n_args, len(args)))
-
         while True:
             child_conn, parent_conn = Pipe()  # this will store MemTimer's results
             p = MemTimer(os.getpid(), interval, child_conn, timestamps=timestamps,
"
test/test_import.py,test/test_import.py,9f91aa03aaf45d73ee32586a054a5f0044fae7ef,4b1d470323ad9963757d05f3801b7933c55aa119,FIX: make it possible to call memory_usage on functions with anonymous args,"@@ -1,5 +1,6 @@
 from memory_profiler import profile
 
+
 @profile
 def my_func():
     a = [1] * (10 ** 6)
@@ -8,4 +9,4 @@ def my_func():
     return a
 
 if __name__ == '__main__':
-	my_func()
\ No newline at end of file
+    my_func()
"
